number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence
5,82.74638,53.770018,46.16511817,30.65049423,1.206665596,1.253213189,164.1558,21.61873467,70.44455469,56.88530759,745.86,781.1546667,721.0922735,763.9356977,1.575323606,1.374015597,572.7,247.917,197.8696096,164.5198327,150.6,126.5066667,134.4371186,116.3150671,1.506713174,1.423492464,166,42.28833333,66.68613049,52.38062577,6274.0,5744.733333,5213.255495,4660.259208,1.457590524,1.272737051,7581.0,2719.135,3254.76162,3371.684578,80.02,81.71666667,66.69021054,65.91101969,1.439452064,1.257235124,127.2,36.2025,47.14901484,48.46082324,40.84,43.18666667,28.81522972,33.72288816,1.282722759,1.221698301,95.0,17.18333333,34.82904535,31.19078639,57.0,65.175,36.00884339,48.23437892,1.224264559,1.137978063,129.0,29.985,50.48167985,45.3939538,3.0,2.833333333,2.930156052,2.749459274,1.586784708,1.440385128,2,0.905,0.632455532,0.687184271
4,81.75669875,79.88321502,76.28283317,75.34062991,1.312595878,1.179507634,81.482,27.84704498,32.89036869,29.93221476,741.475,782.584,723.24614,763.342385,1.362745785,1.099516956,443.7,351.1884,157.8039983,163.1557959,168.75,158.456,161.7142868,151.4362225,1.342443743,1.206959587,139,51.312,51.32920709,50.81283365,6502.75,6179.336,6126.394078,5924.142086,1.33216904,1.124739639,5390.0,2545.736,2072.768363,1678.914251,44.3375,43.498,34.2584661,32.58200578,1.166444656,0.853408386,64.05,29.4528,28.47181446,30.73251854,16.425,18.2864,14.91904295,16.44630852,1.29351873,0.9815425,19.7,10.4968,7.15973987,8.005721394,61.75,55.956,51.63776065,49.36041063,1.244889386,1.0628751,82.0,25.156,30.87373479,23.77919393,3.5,3.636,3.30975092,3.428785343,1.333736027,1.060735029,3,1.856,1.118033989,1.196454763
2,97.06475,92.85941,96.88886072,92.77591322,0.691335646,0.43153253,11.6815,64.04587,5.84075,4.053329008,689.6,668.072,688.951486,667.7629023,0.692206907,0.424054788,59.8,466.612,29.9,20.74982448,189.5,201.38,188.7802956,201.0260152,0.689351676,0.367462873,33,152.94,16.5,11.45057204,9480.5,7342.46,9003.441009,7129.52715,0.643257872,0.54804849,5939.0,3856.46,2969.5,2060.75598,76.9,52.204,68.82673899,48.72444775,0.590081343,0.60934402,68.6,21.068,34.3,23.80331036,21.35,21.098,21.34713095,21.09662369,0.693012802,0.412149259,0.7,15.022,0.35,0.242890922,86.5,40.78,58.73670062,29.90464941,0.391952513,0.692699612,127.0,1.22,63.5,44.067353,5.0,4.28,4.898979486,4.233628709,0.673011667,0.495176137,2,2.6,1.0,0.693974063
5,83.24476,79.96163333,59.50608142,60.16110851,1.311510373,1.34520296,192.981,32.1635,67.23383471,61.81330799,779.88,774.0666667,740.3993327,741.1641329,1.553218704,1.52204281,764.1,156.8333333,276.0631478,252.3450526,149.8,149.0,133.4253112,135.2881799,1.519537361,1.491521111,171,40.33333333,58.6085318,53.53192194,4584.2858,5313.5715,874.1647863,1288.385292,1.161774357,1.039595822,9778.571,2986.4285,4004.273231,4002.639744,73.1,80.9,33.14878276,41.07014018,1.200885906,1.120848815,138.63,39.32166667,57.64567252,55.43813038,8.1524,8.977,4.646433492,5.522617782,1.392937492,1.271745576,12.878,4.329666667,4.361026375,4.387324735,128.605316,173.8377633,14.28764329,24.89681723,0.871976277,0.671682252,399.97342,133.3289033,154.0080285,173.1914129,2.6,2.5,2.402248868,2.329986102,1.519382665,1.524633528,3,0.5,1.2,1.118033989
3,92.18629333,81.63233887,71.70635617,57.10752154,0.865292857,0.591302123,148.88288,59.90445847,64.06625628,70.07516143,834.7,918.7873754,827.0482198,911.3993786,1.089170705,0.605781395,254.0,661.3122924,116.341079,112.8781337,144.0,124.7342193,136.1358216,114.9104508,1.045685143,0.713375373,113,65.96345515,46.13747573,53.19302085,9190.0,6863.654485,6637.320252,4009.953677,0.857793785,0.512857524,14690.0,5501.79402,5999.372189,6914.479002,117.9666667,145.0827243,92.2555562,109.7167601,0.906660149,0.283651917,169.0,133.4887043,69.00750362,79.54820412,16.94333333,13.15315615,9.344153551,4.774479722,0.708810319,0.31836323,34.27,11.9166113,14.25217254,16.12817529,152.4016667,20.40199336,16.71974191,1.363595129,0.379974076,0.280517738,399.795,18.80066445,176.6071328,34.56515653,4.333333333,5.65448505,3.914867641,5.626781723,1.012330839,0.61418766,4,3.980066445,1.699673171,0.515753312
5,83.24476,53.89414737,59.50608142,34.34551785,1.311510373,1.470280832,192.981,17.7792,67.23383471,58.66933351,779.88,1002.557895,740.3993327,942.7116799,1.553218704,1.036886142,764.1,633.3157895,276.0631478,332.1215952,149.8,106.6842105,133.4253112,87.13521193,1.519537361,1.595225582,171,10.21052632,58.6085318,65.67788431,4584.2858,2884.962632,874.1647863,66.29792609,1.161774357,1.106664649,9778.571,1413.984737,4004.273231,3924.57334,73.1,104.7842105,33.14878276,65.54311083,1.200885906,0.824113547,138.63,74.59263158,57.64567252,53.74278941,8.1524,5.073684211,4.646433492,1.363639576,1.392937492,1.393525721,12.878,1.951578947,4.361026375,5.319788688,128.605316,88.75083158,14.28764329,1.206366455,0.871976277,0.761049215,399.97342,63.14390526,154.0080285,147.4200078,2.6,2.315789474,2.402248868,2.202512681,1.519382665,1.402793995,3,0.842105263,1.2,0.920676615
5,88.936744,81.47929957,70.35897547,68.24075803,1.445824393,1.20450713,122.90607,35.29010757,46.48233522,40.64373406,743.42,738.9085714,696.3138494,703.1672369,1.538526557,1.323483906,810.6,311.5557143,296.615154,254.9967584,170.6,170.7428571,148.7373524,152.6869559,1.506997782,1.237213364,205,65.88571429,70.40624972,67.26359357,4617.8858,5519.575571,1043.153792,1794.379935,1.324548305,0.87148235,8958.571,3839.795857,2958.021492,3268.225954,71.69,81.08642857,52.69696748,57.38252235,1.354051962,0.989717709,127.05,50.67857143,50.28149162,52.20151539,7.8044,9.536,4.411557372,6.208438621,1.374615052,1.013652094,12.878,5.582571429,4.489231275,4.372988713,89.605316,178.9323686,8.418911599,26.45536206,0.457810242,0.205078169,399.97342,171.4247743,155.3296092,191.5366258,2.4,2.157142857,2.352158045,2.131579227,1.589026915,1.380621879,1,0.814285714,0.489897949,0.363935406
2,31.9332,32.68400733,27.6738736,28.39769056,0.562898658,0.543144721,31.8676,17.43850576,15.9338,15.91610099,985.45,970.0109948,929.3853775,914.3721035,0.636806842,0.650514093,655.3,281.2151832,327.65,327.2860517,112.0,115.0157068,91.91300234,94.77009275,0.519579839,0.498782681,128,69.27748691,64.0,63.92890983,2254.2145,2360.366696,80.2527445,97.02723552,0.002870587,0.002639508,4505.571,2359.005031,2252.7855,2250.283142,75.8,72.65706806,36.01041516,33.75040706,0.227040116,0.242036164,133.4,63.12827225,66.7,66.62591072,9.461,9.89634555,2.037498466,2.261841696,0.063818417,0.059138448,18.478,9.684806283,9.239,9.228737468,11.01329,11.53098838,0.764696018,0.895848154,0.009314994,0.008581081,21.97342,11.50566084,10.98671,10.97450614,3.0,3.047120419,2.828427125,2.874996519,0.636514168,0.621255609,2,1.141361257,1.0,0.998889216
4,106.5695488,110.4347021,101.6053618,107.3823228,1.34408543,0.760837027,81.182805,80.71440571,29.56664544,22.76852112,680.85,585.7954286,667.1731123,581.7263344,1.366039512,0.884789857,327.1,390.4274286,137.4741521,74.42782185,163.5,159.6,163.0202098,159.2830195,1.383291898,0.853283089,33,109.6171429,12.81600562,10.46954768,7887.25,7456.085714,7832.874563,7430.831848,1.379453424,0.85126007,2211.0,5130.228571,918.7587755,636.5282789,37.15,38.22057143,19.78130398,35.92942005,1.099716588,0.98629278,63.7,21.532,24.02712009,13.42454595,7.815,5.445942857,6.540470082,4.433767811,1.204937214,1.039943081,12.94,2.278285714,4.967662931,4.462261451,72.25,74.50857143,54.24621522,63.37029793,1.215138552,0.628162085,89.0,57.55428571,35.98871351,26.67259023,3.25,3.28,3.13016916,3.249464531,1.351681195,0.909687157,2,2.114285714,0.829156198,0.461550183
4,90.1422625,58.46287893,66.93504418,36.27205491,1.178648748,1.019134185,124.90825,34.23739321,53.10137533,54.52813249,781.2,1007.517857,726.2769758,933.2414646,1.309636613,0.781677838,786.5,738.7692857,319.0526681,359.1818084,156.25,117.3857143,133.5424933,89.21009681,1.263305589,1.086561714,199,61.31428571,72.29583321,86.01126053,5572.60725,3179.009429,868.3951284,55.63162189,1.088927903,0.83614111,8958.571,1754.040571,3350.302852,3738.144492,91.35,113.2714286,82.04689051,103.9473207,1.2852032,0.822660771,91.0,80.325,40.64317286,39.80774204,6.4305,3.939714286,3.24122375,1.055986449,1.067473196,0.925773552,12.878,1.753571429,4.585683237,4.717349368,106.006645,60.82947429,6.244357387,0.614021289,0.257209774,0.244639047,399.97342,57.12766857,169.808985,138.5791307,3.0,2.571428571,2.828427125,2.438027308,1.329661349,1.083356018,2,1.057142857,1.0,0.903507903
3,74.87517953,82.76138465,63.98325928,72.66170477,0.974444334,0.843516101,79.4384614,46.46461535,34.42944704,32.79659755,680.1333333,710.975,673.8339616,704.1434474,1.089255171,0.985158101,226.3,257.45,93.50958358,97.01369427,164.3333333,165.5,160.1567734,162.3232237,1.073863821,1.01388672,88,55.0,36.07707798,31.30894441,7078.0,8314.25,5956.732563,7100.015363,0.946761825,0.757606838,9323.0,5336.5,3827.157257,3945.920892,47.26666667,49.25,46.9462007,48.88606803,1.091663805,0.990477364,12.6,16.95,5.638754788,5.970552738,16.13333333,16.275,15.53960044,15.82191342,1.063096821,1.004152717,10.3,5.675,4.224005471,3.666316271,109.6666667,100.0,72.66936228,72.24837758,0.757245489,0.844348535,212.0,53.0,90.76465293,80.36790404,3.666666667,3.75,3.634241186,3.722419436,1.090059659,1.009613758,1,1.25,0.471404521,0.433012702
3,39.64126,53.15714,25.00248805,35.25133401,0.676349493,0.452334805,80.89568,44.651585,37.67294131,39.75450166,1050.266667,985.18,1003.235995,928.1480361,1.055548984,1.011282331,737.9,327.67,302.2865565,337.4689743,107.0,128.65,90.56825635,108.1706962,0.929662393,0.687423175,142,88.95,64.50322989,69.44154016,3610.417,4624.43785,289.3669035,318.8942843,0.513305445,0.263073011,8568.749,4284.56215,3626.162748,4012.874919,83.83333333,70.085,48.72943195,42.19551863,0.779311949,0.794020881,146.9,40.825,60.0307884,50.72114229,44.05333333,29.276,10.04327909,7.276988141,0.522427256,0.714667945,104.64,15.624,44.42702281,33.99751732,64.67527667,48.0090405,5.80161271,4.289035367,0.592631124,0.686988649,139.97417,26.9909595,57.64062928,45.75076244,4.0,4.15,3.914867641,4.043769944,1.077556327,0.932635773,2,1.9,0.816496581,0.90967027
4,94.8431,56.90675385,69.01608234,36.59417676,1.163801064,1.336031621,146.5006,12.51216923,58.26271401,52.57294242,781.9,999.9,726.596497,931.6701933,1.309451216,0.882316906,810.6,663.4384615,319.2888269,346.831553,168.5,115.7692308,141.5520463,90.18855475,1.253167225,1.345888223,205,21.38461538,80.23870637,80.84758105,5255.60725,3266.231,787.3467975,69.73401561,1.028889994,0.911689462,8958.571,2066.922846,3716.035279,3921.510414,82.3375,110.7384615,60.72149283,89.96291576,1.1640132,0.802321609,127.05,74.35384615,51.12571974,47.21664127,8.1055,5.227230769,4.008753102,1.334180029,1.112551474,1.039581997,12.878,2.903538462,4.90083572,5.623944334,107.256645,95.93738923,6.773607686,1.060192697,0.292895083,0.182477992,399.97342,92.29338,169.1368153,166.6680788,2.25,2.076923077,2.213363839,2.063362233,1.368922361,1.201823024,1,0.846153846,0.433012702,0.266469355
3,104.6223983,110.4484564,98.23944455,107.3953239,1.041958372,0.726783514,81.182805,73.59382929,33.9177896,22.77043778,618.7333333,584.0285714,611.333635,580.2625258,1.086253327,0.84061646,218.0,321.4142857,98.81768848,71.33223504,164.3333333,159.5714286,163.6992306,159.2543071,1.094681174,0.81997304,33,89.71428571,14.70449667,10.47251018,7633.0,7448.428571,7578.027783,7423.688266,1.091291024,0.814231609,2211.0,4265.857143,931.0843141,630.1477961,49.03333333,38.38571429,46.73505981,36.55253778,1.053921086,0.98253612,34.8,14.35714286,14.31370749,13.14669199,8.32,5.428571429,6.622649457,4.417107387,0.879705341,1.00628911,12.94,1.542857143,5.646544666,4.464819397,64.33333333,74.42857143,44.8472185,63.31324366,0.867639179,0.586808963,89.0,57.0,38.42163742,26.62896995,3.666666667,3.285714286,3.634241186,3.257002085,1.090059659,0.887185177,1,1.571428571,0.471404521,0.451753951
6,85.02673333,55.90429306,66.23524244,36.67677008,1.598180553,1.412708867,141.2506,21.35949807,50.52662292,50.27454848,738.1666667,994.9491043,700.2440788,928.3255666,1.733738517,0.943738746,810.6,686.6664115,268.2783795,343.9500723,177.1666667,117.1066214,157.2558591,91.48086071,1.704144265,1.44202274,205,38.40265172,67.12529743,80.73372049,5367.0715,3277.743103,1334.880447,75.91804842,1.453246687,1.004952145,10278.571,2120.627191,3878.910159,3895.325828,67.77,109.7971352,39.60920547,87.46360105,1.466853141,0.834589985,138.63,74.99254203,50.6937077,47.93349021,12.64366667,5.566645253,6.442866087,1.405740364,1.424280945,1.231996146,35.778,3.03417252,11.1461282,6.450388746,128.00443,101.4345604,19.70398912,1.230076736,1.148639153,0.329507179,399.97342,94.69044944,142.2762548,167.9152006,2.833333333,2.106542499,2.569796587,2.075396471,1.680767984,1.326038209,4,1.037171494,1.462494065,0.487080958
6,61.69354167,79.72531714,47.90858111,66.14680581,1.568256369,1.156125191,121.3276,39.02795714,41.66823454,41.46013117,750.45,737.5482857,713.0724643,701.4959207,1.736201141,1.381722722,810.6,306.5802857,265.3401763,255.8582674,166.1666667,171.0571429,147.9809777,152.8679616,1.702565466,1.28437324,205,71.04285714,64.90356094,67.67102898,3371.904833,5336.529857,902.7935273,1702.888099,1.406591949,0.841708015,8958.571,3762.995857,2881.121796,3337.642784,52.38666667,78.80714286,19.04090227,51.21392133,1.182884687,0.947665797,141.0,50.34514286,56.91985935,53.9206592,8.327,9.440857143,5.197159418,6.156823991,1.61185543,1.083230371,12.878,5.470285714,4.045724286,4.338694979,132.50443,182.1752257,21.68940952,28.29500753,1.183751708,0.369458952,399.97342,167.9962029,141.9321768,188.4146304,2.166666667,2.114285714,2.139826388,2.094858585,1.778233306,1.422437815,1,0.822857143,0.372677996,0.318157964
3,84.94133333,86.38057143,84.59706577,85.98787903,1.094477032,0.987891515,17.0,29.71085714,7.800899321,8.301780994,922.4,859.6571429,902.6391344,843.9717087,1.0776207,1.037440906,457.2,239.8857143,187.0845798,165.1842163,129.0,139.0,122.5291892,132.1687001,1.04529454,0.90331842,96,68.0,43.28972164,44.26543314,6073.0,6916.714286,5366.628652,6266.148369,0.976854637,0.82489408,7160.0,3960.0,3054.590753,2965.307197,198.6666667,162.2571429,167.5469287,138.5172325,0.953700003,1.016720829,252.7,52.75714286,103.1757185,87.8708282,15.73333333,18.57142857,10.40817897,12.30073232,0.712258044,0.552281138,30.6,14.6,14.33162781,15.09415348,46.54666667,59.81142857,2.054627658,4.625690012,0.031466685,0.027179914,138.88,59.55428571,65.3745829,68.57943953,5.666666667,5.857142857,5.646216173,5.845741997,1.095077862,0.979411753,1,1.857142857,0.471404521,0.349927106
4,90.1422625,58.461748,66.93504418,36.27176297,1.178648748,1.027645289,124.90825,33.83593086,53.10137533,54.52643073,781.2,1007.537143,726.2769758,933.2752126,1.309636613,0.783578305,786.5,737.9977143,319.0526681,359.1563472,156.25,117.2971429,133.5424933,89.17326924,1.263305589,1.093169515,199,60.69714286,72.29583321,85.90960527,5572.60725,3179.079429,868.3951284,55.63220622,1.088927903,0.843559082,8958.571,1744.554857,3350.302852,3738.209759,91.35,113.2714286,82.04689051,103.9473207,1.2852032,0.824269606,91.0,80.25142857,40.64317286,39.80774204,6.4305,3.937714286,3.24122375,1.055644405,1.067473196,0.931246221,12.878,1.745714286,4.585683237,4.71639056,106.006645,60.82661714,6.244357387,0.613874771,0.257209774,0.245198496,399.97342,57.12766857,169.808985,138.5801374,3.0,2.571428571,2.828427125,2.438027308,1.329661349,1.088860422,2,1.051428571,1.0,0.903507903
3,95.4869,74.61785,59.03245111,39.64698732,0.794113086,0.875080323,166.4793,38.61715,67.96571292,69.07282638,781.9,857.85,753.409032,825.468635,1.060675395,0.910577742,510.5,399.05,219.429366,231.1214886,155.0,133.0,138.3451418,115.4095202,1.004710739,1.082182911,141,18.5,62.65780079,66.30610832,8616.666667,7027.5,6762.280838,5141.584908,0.921543629,1.015738478,11050.0,2197.5,4661.947614,4886.37583,76.76666667,96.425,25.76792481,40.38055995,0.662666379,0.511303796,153.9,77.325,62.8744958,64.22033848,55.5,67.875,45.85049128,56.40340465,0.909236636,0.68872986,79.5,46.125,35.26329537,37.3101444,100.6666667,110.5,76.49332819,88.97124686,0.909638332,0.80680913,117.0,64.25,54.92014405,50.5197981,4.666666667,4.5,4.57885697,4.426727679,1.078992208,1.060856947,2,1.0,0.942809042,0.866025404
2,44.8425,44.8425,39.86302673,39.86302673,0.584254955,0.584254955,41.075,20.5375,20.5375,20.5375,821.55,821.55,817.2186611,817.2186611,0.687879668,0.687879668,168.5,84.25,84.25,84.25,143.5,143.5,143.4921601,143.4921601,0.693092547,0.693092547,3,1.5,1.5,1.5,4439.0,4439.0,3522.686475,3522.686475,0.494474853,0.494474853,5402.0,2701.0,2701.0,2701.0,1.5,1.5,1.5,1.5,0.693147181,0.693147181,0.0,0.0,0.0,0.0,8.025,8.025,7.996561761,7.996561761,0.689605571,0.689605571,1.35,0.675,0.675,0.675,140.0,140.0,138.5640646,138.5640646,0.682908105,0.682908105,40.0,20.0,20.0,20.0,2.0,2.0,2.0,2.0,0.693147181,0.693147181,0,0.0,0.0,0.0
4,92.2091,90.46505714,67.86910795,73.65997412,1.172280292,1.159144363,135.9646,36.95065714,55.30769533,47.64938068,776.875,728.5714286,720.0696658,690.681934,1.306780302,1.270393555,810.6,241.1571429,322.7705871,261.234551,169.25,174.2857143,142.015398,155.1467239,1.252397901,1.175114976,205,65.42857143,80.80338792,69.82573059,4428.85725,5592.204143,696.7508537,1821.038069,1.026621605,0.835967896,8958.571,3839.795857,3226.535754,3253.027333,82.3375,83.51428571,60.72149283,60.65241351,1.1640132,1.012324005,127.05,46.97142857,51.12571974,50.34379458,7.6555,9.260285714,3.835299655,6.051079047,1.11155741,0.94672836,12.878,5.582571429,4.683016202,4.294498864,108.006645,178.5752257,7.194554009,25.85156602,0.315454762,0.191908233,399.97342,171.4247743,168.7144476,191.8407904,2.25,2.142857143,2.213363839,2.119268045,1.368922361,1.309525835,1,0.571428571,0.433012702,0.349927106
3,63.45766667,68.43277419,62.15993083,66.71829495,1.078385618,0.660740969,31.093,48.89206452,12.69381777,14.44661017,781.0666667,842.9354839,772.4213229,831.7234522,1.087355846,0.685346675,282.6,582.6774194,118.1560926,132.2667723,141.3333333,127.9032258,138.0085411,123.7898779,1.075656423,0.821710519,73,61.77419355,29.91469353,33.99654142,6095.333333,4851.935484,5794.965188,4811.36667,1.046171769,0.814334356,4453.0,2820.0,2029.625964,763.8546955,108.5,133.5774194,59.8514087,71.78201072,0.772564408,0.236070278,187.4,123.8387097,76.92923155,86.94053848,12.4,9.938709677,10.97746903,8.295156779,0.993427996,0.804787586,13.3,5.609677419,5.452216675,6.194673957,140.84,20.33548387,16.602061,2.156519275,0.213971539,0.723736107,399.48,12.56774194,183.4634874,70.02900758,4.0,5.225806452,3.634241186,5.081086756,1.011404265,0.62191435,4,3.806451613,1.632993162,1.098670088
2,119.10155,141.917403,98.39734647,122.2271475,0.524728416,0.368726919,134.2109,107.599977,67.10545,63.10767205,705.75,723.889,703.7306587,722.0876688,0.690287277,0.608654007,106.7,293.305,53.35,50.17169699,177.0,180.74,176.6578614,180.4352676,0.691214817,0.613457522,22,71.18,11.0,10.34467979,14105.0,16456.1,12293.64877,14753.13956,0.567626873,0.412485872,13830.0,11710.7,6915.0,6503.041887,40.9,32.434,32.44687967,25.51378745,0.494240509,0.634544416,49.8,10.994,24.9,23.41659335,26.75,28.875,26.00961361,28.20220817,0.665598295,0.544403186,12.5,15.345,6.25,5.877658973,71.0,63.18,67.17142249,59.91889846,0.639718902,0.692984384,46.0,1.14,23.0,21.62978502,6.5,6.67,6.480740698,6.652817337,0.690185676,0.608172999,1,2.71,0.5,0.470212718
4,126.7776048,133.5685974,120.9453074,126.6606515,1.33654217,1.256053574,108.060719,45.39063493,41.58793313,44.96490851,716.55,722.985,703.8116739,709.187622,1.368534775,1.331739984,331.3,149.5225,134.8816982,140.7935822,177.75,178.125,176.5932515,176.9798382,1.379608671,1.355627204,56,26.975,20.83716631,20.72098876,10776.25,11322.025,9332.485675,9669.703701,1.251893894,1.1629227,14828.0,5154.5,5611.754555,6043.708586,85.25,97.9325,58.4925535,64.9781505,1.004217422,0.847725875,193.9,65.2975,80.89908838,88.12609826,10.965,10.65,9.385063899,9.183362959,1.268814951,1.271931002,13.44,3.2475,4.868333904,4.61642719,122.5,141.175,75.01839619,83.98653177,0.973938871,0.82467939,303.0,99.75,116.6501179,126.4319753,3.75,3.825,3.662841501,3.72465779,1.362447485,1.313387322,2,0.925,0.829156198,0.891277173
5,74.290174,56.44511229,60.47722922,35.65733358,1.451830892,1.02575276,122.90607,35.62514943,39.86342571,52.13717219,810.8,1011.826857,765.7151745,940.6542853,1.55085744,0.803220414,772.0,749.0488571,285.2848611,353.6244139,149.8,104.5385714,133.3752548,84.17808465,1.519122019,1.203624049,171,49.94,58.78571255,67.37040425,4975.4858,2933.759429,1081.228167,53.08684794,1.309578737,0.811666664,8958.571,1579.583429,3230.297922,3568.019184,63.986,111.3031429,24.19071681,96.39315466,1.121350374,0.774205875,141.0,81.42642857,57.80373677,43.35488654,6.9944,3.838642857,4.040809989,1.040126914,1.373970844,1.012476145,12.878,1.842214286,4.117368752,4.655672548,113.605316,61.10090286,14.21547979,0.632820287,0.834028207,0.316141676,399.97342,56.55624,149.1731622,137.8197376,2.2,2.257142857,2.168943542,2.21978343,1.594166699,1.073309834,1,1.14,0.4,0.437058815
5,88.33268,81.99506667,68.6084419,64.83203344,1.432610194,1.292620707,121.3276,33.86143333,47.56087749,46.30037412,802.98,795.4633333,761.54752,759.4791918,1.554389523,1.415421954,810.6,226.3833333,276.221081,256.8324687,151.0,153.5666667,132.7451963,137.5410308,1.50378636,1.335465936,205,53.83333333,66.32948063,61.66289178,4405.0858,4340.338167,1020.480983,1291.954084,1.346010703,1.156104536,7308.571,2008.861833,2603.657255,2285.164612,76.11,64.395,46.95394247,35.53660948,1.300213023,1.15271911,133.4,28.835,53.78407199,54.66492835,10.7244,13.747,5.397215598,7.621331138,1.307602766,1.032950563,19.478,6.196333333,7.426513411,7.504567831,26.205316,19.77109667,7.009826056,7.396813575,1.227889129,1.270060263,66.97342,7.328903333,22.08804099,12.11901485,3.4,3.633333333,3.169786385,3.394608258,1.544381981,1.292706878,3,1.366666667,1.2,1.224291178
6,86.27073333,55.17019835,66.28874495,36.81909556,1.582046101,1.539602385,157.0546,16.9297037,54.35706128,49.6738403,717.0,982.0909465,676.5735073,916.2546517,1.727152732,1.015593605,810.6,647.6769547,276.7764501,343.4149558,180.1666667,118.090535,159.7305903,93.24177795,1.704460363,1.590213082,205,30.21399177,67.6496284,78.36513692,3870.238167,3158.007272,1031.375226,85.10379573,1.438218845,0.935683735,8958.571,2211.622358,3033.522189,3752.088274,56.625,106.8507407,26.46461931,78.59492688,1.285445988,0.81028789,138.63,72.01814815,55.36618485,50.85452551,7.593666667,5.321753086,4.800562629,1.472059696,1.609517539,1.193655331,12.878,3.122197531,3.783698441,5.466672894,115.3377633,110.1492565,19.33488916,1.631461599,1.083915354,0.458691319,399.97342,98.75197802,143.3255053,169.3810618,2.166666667,2.053497942,2.139826388,2.043857042,1.778233306,1.364577617,1,0.95473251,0.372677996,0.225024249
5,75.10025,49.46016533,61.29864157,34.40072427,1.456707899,1.33751103,121.3276,17.38062667,39.28890171,42.04653999,750.94,1006.524,705.7326708,943.4953301,1.542128063,0.901977051,810.6,692.604,291.8284743,335.9126283,158.8,111.12,138.3951612,88.30012019,1.499364398,1.367119033,205,36.85333333,70.27204281,75.27265285,4569.4858,3175.322133,1034.806385,71.50158249,1.32440301,0.784308079,8958.571,2388.5712,2934.508465,3807.860528,67.87,112.0973333,47.8012552,91.40340534,1.307748646,0.777415998,127.05,75.59466667,52.49885332,46.83507439,7.6624,5.360933333,4.307310535,1.367958786,1.365378643,0.990859509,12.878,3.4188,4.545448607,5.738511996,92.805316,110.374176,9.884321853,1.276843201,0.549028713,0.176668599,399.97342,106.6524907,153.8764877,174.7971252,2.4,2.066666667,2.352158045,2.054799318,1.589026915,1.229575626,1,1.026666667,0.489897949,0.249443826
5,89.33718,51.5825305,70.56064655,35.10312439,1.444537168,1.33122683,124.90825,20.66475811,46.91766658,44.5099752,740.52,1002.085328,692.5413311,935.7773629,1.53695956,0.900868829,810.6,702.680695,298.6430069,342.9463025,181.0,114.9305019,155.9381993,89.95496525,1.499861141,1.37192012,205,38.11969112,76.79322887,79.47522741,4716.6858,2972.226375,1059.408482,67.4353828,1.323930243,0.847461725,8958.571,2074.908761,3015.110657,3647.46022,72.09,109.119305,53.11608165,86.54125897,1.357428929,0.773361742,127.05,76.27799228,50.1110407,49.38962592,7.9244,5.25234749,4.492557454,1.34361258,1.380830301,1.062616444,12.878,3.008108108,4.455304865,5.638815954,89.605316,96.75557768,8.418911599,1.111001709,0.457810242,0.204679863,399.97342,92.64982772,155.3296092,166.6609958,2.6,2.081081081,2.491461879,2.065904137,1.56495725,1.233057112,2,1.057915058,0.8,0.286755902
